feature,importance
return_1d,0.10371367496762085
return_10d,0.08451275024300617
ma_gap_20,0.08297388920866189
ma_gap_50,0.0824676809620332
return_20d,0.07822033411620558
volatility_50,0.07550077149569552
return_5d,0.07388979534739828
volatility_5,0.07334220102449489
ma_gap_5,0.07280801515042004
return_2d,0.07177002779798132
close_to_open,0.07006627353139945
intraday_range,0.06667276577167533
volatility_20,0.06406182038340756
